product_id,title,product_type,status
10392215224661,Adidas Samba OG Valentine's Day,,ACTIVE
10392217715029,Adidas Mujer Campus 00s Beige,,ACTIVE
10392220434773,Adidas Mujer SL 72 OG Pink Spark Shadow Red,,ACTIVE
10392223285589,Adidas Mujer Samba OG Pink Spark Shadow Red,,ACTIVE
10392226038101,Adidas Mujer Gazelle Low Pro Ivory White,,ACTIVE
10392228692309,Adidas Mujer Handball Spezial Leopard Magic Beige,,ACTIVE
10392231313749,Adidas Mujer SL 72 OG Leopard Magic,,ACTIVE
10392233935189,Adidas Mujer Gazelle Lo Pro Leopard Magic Beige,,ACTIVE
10392236261717,Adidas Handball Spezial Valentine's Day,,ACTIVE
10397051945301,SHARK Liquid Black Tee,,ACTIVE
10397052567893,SHARK Foreplayers Pink Tee,,ACTIVE
10397054271829,SHARK Too Hot For You White Top,,ACTIVE
10397060399445,SHARK Too Hot For You Pink Top,,ACTIVE
10397065838933,SHARK Mr. Foreplay Longsleeve,,ACTIVE
10397071868245,SHARK Luck Is Overrated Hoodie,,ACTIVE
10397078552917,SHARK Make Your Wish Longsleeve,,ACTIVE
10398706106709,UGG Lo Lowmel Mustard Seed,,ACTIVE
10398709088597,UGG Tasman II Black,,ACTIVE
10398710268245,UGG Tasman II Chestnut,,ACTIVE
10398710759765,UGG Minimel Chestnut,,ACTIVE
10398711546197,UGG Mujer Goldenstar Clog Sand,,ACTIVE
10398714560853,UGG Mujer GoldenGlow Sea Salt,,ACTIVE
10398719574357,UGG Mujer GoldenGlow Slide Betta Multi,,ACTIVE
10398725996885,UGG Mujer Lo Lowmel Chestnut,,ACTIVE
10398731305301,UGG Mujer Lo Lowmel Jasmine,,ACTIVE
10398733107541,UGG Mujer Lo Lowmel Mustard Seed,,ACTIVE
10398739956053,UGG Mujer Tasman II Sand Dark Cherry,,ACTIVE
10398745100629,UGG Mujer Tasman II Dense Smoke,,ACTIVE
10398749327701,UGG Mujer Tazz II Sand,,ACTIVE
10398750867797,UGG Mujer Tazz II Dark Indigo,,ACTIVE
10398752735573,UGG Mujer Tazz II Dried Oregano,,ACTIVE
10398758207829,UGG Mujer Tasman Meadow Accent Artichoke,,ACTIVE
10398766530901,UGG Mujer Lo Lowmel Mesh Sand Castle Multi,,ACTIVE
10398788223317,UGG Mujer Tazz Plains Leopard,,ACTIVE
10401088242005,ASICS Gel-Kayano 20 Black Clay Grey,,ACTIVE
10408329445717,UGG Mujer Tazz Sun Stitch,,ACTIVE
10408346911061,UGG Mujer Minimel Jasmine,,ACTIVE
10410286350677,UGG Goldenstar Meadow Accent Clog,,ACTIVE
10415902884181,Air Jordan 4 Retro Valentine's Day Sierra Red,,ACTIVE
10419405750613,ALLSAINTS Redact Pullover Embroidered Logo Hoodie Washed Black,,ACTIVE
10419445104981,ALLSAINTS Redact Oversized Embroidered Logo T-Shirt Washed Black,,ACTIVE
10419466535253,ALLSAINTS Redact Oversized Embroidered Logo T-Shirt Ashen White,,ACTIVE
10419543179605,ALLSAINTS Halcyon Hoodie Light Grey Marl,,ACTIVE
10419576471893,ALLSAINTS Underground Relaxed Fit Crew Neck Sweatshirt,,ACTIVE
10419592692053,ALLSAINTS Halcyon Short Sleeve Crew T-Shirt Garnet Green,,ACTIVE
10419606618453,ALLSAINTS Anatomica Oversized T-Shirt Washed Black,,ACTIVE
10419619758421,ALLSAINTS Orlando Logo Print Oversized T-Shirt Jet Black,,ACTIVE
10419627786581,ALLSAINTS Orlando Logo Print Oversized T-Shirt Ashen White,,ACTIVE
10419635945813,ALLSAINTS Underground Oversized Crew Neck T-Shirt Jet Black,,ACTIVE
10419643777365,ALLSAINTS Underground Oversized Crew Neck T-Shirt Ashen White,,ACTIVE
10426546848085,Puma Mujer Speedcat Ballet Snakeskin Cool Dark Gray,,ACTIVE
10426561855829,Adidas SL 72 RS Jamaica Football Federation x Bob Marley Black,,ACTIVE
10426569359701,Adidas SL 72 RS Jamaica Football Federation x Bob Marley Yellow,,ACTIVE
10430243668309,Fear Of God Essentials Sweatpants Fleece Black White,,ACTIVE
10430244815189,Fear Of God Essentials Sweatpants Dark Oatmeal,,ACTIVE
10430259757397,Fear Of God Essentials T-shirt Off Black,,ACTIVE
10430260150613,Fear Of God Essentials Hoodie 1977 Iron,,ACTIVE
10444328796501,Air Jordan 1 Retro High OG SP Fragment x Union LA Varsity Red Sport Royal,,ACTIVE
10444328927573,Air Jordan 3 Retro Levi’s Indigo,,ACTIVE
10447453323605,Nike Air Force 1 Low Syna Central Cee Black White Smoke Grey,,ACTIVE
10607889547605,Air Jordan 5 Retro Wolf Grey,,ACTIVE
10878283546965,Adidas Samba OG Night Marine Stars,,ACTIVE
11042046476629,Puma Deviate Nitro 4 Alpine Snow Warm White,,ACTIVE
11042079572309,Puma Deviate Nitro 4 Jasmine Flower Pearl Pink,,ACTIVE
